AMO Normalized to period: 1856-2023 - inclusive
          Jan      Feb      Mar      Apr      May      Jun      Jul      Aug      Sep      Oct      Nov      Dec
1961   0.1504   0.1670   0.2238   0.2959   0.2427   0.0662   0.0050   0.0581   0.0241   0.0748   0.1513   0.2845
1962   0.2414   0.2400   0.2428   0.1589   0.0747  -0.0348   0.0180  -0.0379   0.0281   0.1138   0.1333   0.2645
1963   0.2524   0.2570   0.2138   0.1779  -0.0303  -0.0078  -0.0070  -0.0459  -0.1759  -0.0212   0.0323   0.0165
1964   0.0224   0.1150   0.1218  -0.0691   0.0977   0.0452  -0.1120  -0.2039  -0.1909  -0.2182  -0.0737  -0.0415
1965  -0.0976  -0.0810   0.0078  -0.0171  -0.0383  -0.0828  -0.1540  -0.1769  -0.1909  -0.1922  -0.1807  -0.0415
1966   0.0274   0.1090   0.0788   0.1259   0.0637   0.0022  -0.0190  -0.0079   0.0341   0.0718   0.1013   0.1655
1967   0.1874   0.1890   0.0568   0.0699  -0.1213  -0.2108  -0.1910  -0.1259  -0.0599  -0.0382  -0.1337  -0.0655
1968  -0.1386  -0.0940  -0.1152  -0.0681  -0.0553  -0.2098  -0.1870  -0.1729  -0.1109  -0.0492  -0.0047  -0.0365
1969   0.0484   0.2110   0.3028   0.2389   0.0807   0.0832   0.1380  -0.0569  -0.0649  -0.1192  -0.0187   0.0615
1970   0.1034   0.0610   0.1178   0.1129   0.0267  -0.1248  -0.1530  -0.0939  -0.0929  -0.1272  -0.1317  -0.1135
1971  -0.1286  -0.1800  -0.2082  -0.3171  -0.2503  -0.3018  -0.2990  -0.3859  -0.3189  -0.1632  -0.1317  -0.2095
1972  -0.1976  -0.2650  -0.3342  -0.2281  -0.3893  -0.4248  -0.3220  -0.3309  -0.2519  -0.2112  -0.1627  -0.2495
1973  -0.2506  -0.2750  -0.2362  -0.1631  -0.0863  -0.1088  -0.0470  -0.0779  -0.0769  -0.1372  -0.0917  -0.1335
1974  -0.1496  -0.1620  -0.2902  -0.4191  -0.4143  -0.3778  -0.4550  -0.4089  -0.4489  -0.4262  -0.3047  -0.2535
1975  -0.1436  -0.2140  -0.1962  -0.2381  -0.3003  -0.2228  -0.2090  -0.1239  -0.2759  -0.2692  -0.2177  -0.2115
1976  -0.2526  -0.3140  -0.3772  -0.3161  -0.3973  -0.4078  -0.2420  -0.1209  -0.1309  -0.2062  -0.2897  -0.3185
1977  -0.2546  -0.2030  -0.0632  -0.1041  -0.0753  -0.0288  -0.0370  -0.0779  -0.1659  -0.1342  -0.0137  -0.0885
1978   0.0314  -0.0140  -0.0352  -0.0781  -0.1063  -0.2508  -0.2050  -0.1559  -0.1209  -0.1142   0.0133  -0.0625
