NINA34 Normalized to period: 1870-2024 - inclusive
          Jan      Feb      Mar      Apr      May      Jun      Jul      Aug      Sep      Oct      Nov      Dec
1979   0.1059   0.1466   0.2356   0.2728   0.0627   0.1394  -0.0754   0.3199   0.6001   0.4204   0.4471   0.7320
1980   0.6059   0.3766   0.2056   0.3028   0.2927   0.4694   0.1546  -0.1201   0.0001   0.0004   0.1971   0.3920
1981  -0.4041  -0.4034   0.0956  -0.0672   0.0527  -0.0406  -0.3054  -0.0701   0.0501   0.0704  -0.1629   0.1020
1982   0.0159  -0.0734   0.0956   0.3428   0.8027   1.0294   0.7646   1.0299   1.5101   2.1004   2.1671   2.3720
1983   2.4859   2.2666   1.8056   1.2228   1.2827   0.7294   0.0146  -0.0201  -0.3699  -0.9296  -1.0329  -0.9080
1984  -0.7441  -0.4834  -0.3644  -0.4972  -0.4873  -0.7906  -0.2754  -0.3001  -0.2299  -0.7296  -1.0729  -1.4980
1985  -0.8341  -0.8634  -0.8444  -0.8772  -0.7373  -0.6506  -0.4754  -0.3901  -0.4499  -0.5396  -0.3329  -0.3580
1986  -0.7341  -0.5934  -0.3944  -0.3072  -0.3173   0.0294   0.2846   0.3399   0.7101   1.0004   1.1471   1.0120
1987   1.2459   1.2266   1.3556   0.9928   1.0627   1.3394   1.4646   1.5899   1.6501   1.4704   1.3871   1.0920
1988   0.7459   0.3966   0.3956  -0.3872  -0.8873  -1.3506  -1.4054  -1.3401  -1.2099  -1.9796  -2.0729  -1.9480
1989  -1.8941  -1.3234  -1.2144  -1.0072  -0.6473  -0.5406  -0.3354  -0.4801  -0.2599  -0.2996  -0.1929  -0.0880
1990   0.0759   0.4066   0.3156   0.3628   0.4827   0.1094   0.2746   0.2799   0.2401   0.2304   0.1771   0.3520
1991   0.5659   0.3666   0.2156   0.3128   0.5927   0.7594   0.7446   0.5299   0.3501   1.0104   1.2371   1.6520
1992   1.6659   1.6766   1.6156   1.5128   1.4227   0.6394   0.4046  -0.0401  -0.0199  -0.2396  -0.0429   0.0820
1993   0.3359   0.4666   0.5856   1.0128   1.0827   0.7494   0.4546   0.2699   0.3801   0.4604   0.3871   0.2220
1994   0.0859  -0.1134   0.0456   0.1328   0.2927   0.3794   0.2846   0.6299   0.5201   1.0004   1.2371   1.2520
1995   1.1559   0.9266   0.6056   0.3728   0.1827   0.1894   0.1646  -0.2701  -0.4499  -0.6196  -0.6829  -0.6880
1996  -0.5941  -0.6134  -0.3644  -0.2372  -0.2473  -0.0106  -0.0154  -0.1901  -0.2199  -0.1696  -0.2029  -0.3880
1997  -0.3741  -0.1834   0.0456   0.4428   1.0327   1.2594   1.7346   2.0399   2.2201   2.3904   2.5271   2.3420
1998   2.4759   2.1266   1.6056   1.0028   0.8427  -0.2806  -0.6054  -0.7301  -0.6999  -1.0896  -1.1229  -1.4680
1999  -1.4741  -1.3634  -0.8044  -0.7072  -0.7173  -0.8406  -0.7054  -0.8801  -0.7199  -0.9296  -1.3129  -1.5080
2000  -1.7341  -1.4834  -1.1444  -0.6972  -0.6373  -0.6506  -0.4454  -0.2501  -0.2699  -0.4496  -0.6429  -0.8780
2001  -0.8241  -0.5834  -0.3644  -0.1972  -0.1373  -0.0006   0.1446   0.0299  -0.1599  -0.1596  -0.1829  -0.4180
2002  -0.0841   0.0466   0.2156   0.2428   0.3627   0.7894   0.7046   0.7999   0.9401   1.2604   1.5071   1.4520
2003   1.0359   0.6866   0.5956   0.0728  -0.3673  -0.0806   0.2746   0.1499   0.2701   0.5604   0.4971   0.3620
2004   0.3159   0.2166   0.0156   0.1628   0.2527   0.2394   0.5446   0.7699   0.7901   0.8304   0.7171   0.7520
2005   0.6159   0.3066   0.3956   0.3828   0.4527   0.3294   0.1246   0.0599   0.0401  -0.0396  -0.3429  -0.7180
2006  -0.9241  -0.6634  -0.6144  -0.1972   0.0527   0.1994   0.1546   0.4799   0.7501   0.8604   1.0871   1.1420
2007   0.6459   0.1666  -0.0344  -0.0572  -0.2373  -0.0606  -0.2354  -0.4601  -0.9199  -1.2996  -1.4829  -1.5680
2008  -1.7341  -1.6434  -1.0544  -0.7872  -0.4873  -0.3406   0.0946   0.0599  -0.1599  -0.1996  -0.2629  -0.8580
2009  -0.9441  -0.6634  -0.6044  -0.1472   0.3327   0.5894   0.8146   0.7199   0.8001   1.0604   1.5971   1.8520
2010   1.4759   1.2266   1.1856   0.6628   0.0127  -0.5106  -0.7554  -1.2201  -1.4399  -1.5496  -1.4729  -1.5980
2011  -1.6441  -1.2134  -0.8744  -0.6372  -0.3673  -0.1506  -0.0954  -0.5501  -0.6399  -0.8196  -0.9929  -1.0080
2012  -0.8741  -0.5634  -0.3644  -0.1872  -0.0173   0.2394   0.5646   0.7699   0.5601   0.3304   0.4271  -0.0980
2013  -0.3641  -0.3534  -0.0244   0.0228  -0.1173  -0.2206  -0.1554  -0.1801   0.0301  -0.1396   0.0871  -0.0480
2014  -0.3641  -0.4034   0.0456   0.3828   0.6127   0.5794   0.2646   0.2499   0.4901   0.5904   0.9871   0.8120
2015   0.6459   0.6266   0.5856   1.0028   1.1927   1.3794   1.6846   1.9799   2.1301   2.3104   2.6771   2.5920
2016   2.6159   2.1566   1.7156   1.1528   0.6127   0.1694  -0.1254  -0.3701  -0.3399  -0.6396  -0.5329  -0.4780
2017  -0.2841   0.0366   0.0256   0.3228   0.4627   0.3294   0.3446  -0.0801  -0.4299  -0.4196  -0.7429  -0.8080
2018  -0.8041  -0.6834  -0.6144  -0.2572   0.0427   0.2294   0.3946   0.1599   0.4201   0.9404   1.0971   1.0120
2019   0.5659   0.6666   0.9156   0.7728   0.7727   0.7594   0.5446   0.2999   0.2301   0.6604   0.8371   0.5520
2020   0.6959   0.5366   0.4756   0.5928   0.0327  -0.1006   0.0846  -0.3101  -0.5399  -1.0896  -0.9129  -0.9380
2021  -0.9841  -0.8934  -0.6044  -0.4472  -0.2573   0.0494  -0.0654  -0.2701  -0.3799  -0.6796  -0.7729  -1.0280
2022  -0.7141  -0.6334  -0.7244  -0.8072  -0.8673  -0.6606  -0.4254  -0.8501  -0.9299  -0.8896  -0.6629  -0.8180
2023  -0.7241  -0.5734  -0.0144   0.3428   0.6327   1.0494   1.3346   1.6699   1.7801   1.6904   2.1071   1.8520
2024   1.7659   1.5266   1.2156   1.0328   0.5627
